video_id,video_url,titre,chaine,publie_le,categorie_id,description,nb_vues,nb_likes,nb_commentaires,duree_iso,duree_secondes,langue,thematique
2dwMa7aeb0M,https://www.youtube.com/watch?v=2dwMa7aeb0M,Développement simple - Maths 3e - Les Bons Profs,Les Bons Profs,2014-06-19T16:57:28Z,27,Un rappel sur le développement simple en 3e. Plus de vidéos sur http://www.lesbonsprofs.com/notions-et-exercices/troisieme/mathematiques-3e#!ecritures-litterales,233155,3424,132,PT3M11S,191,fr,mathematiques
JDF2BVeFoZ8,https://www.youtube.com/watch?v=JDF2BVeFoZ8,Démontrons que 1+1=3,Éducation Plus,2024-09-08T08:50:26Z,27,#maths #foryou #qi #education #mathematics #equation,1112226,15645,2453,PT5M27S,327,fr,mathematiques
XqkEQ_jmiDU,https://www.youtube.com/watch?v=XqkEQ_jmiDU,Cours - Troisième - Mathématiques : Relation trigonométrique dans un triangle rectangle / M. Diop,Ecoles Au Senegal,2020-08-06T12:53:48Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",72337,1782,94,PT12M59S,779,fr,mathematiques
riBTJya57-Q,https://www.youtube.com/watch?v=riBTJya57-Q,Notion de fonction - Maths 3e - Les Bons Profs,Les Bons Profs,2013-12-09T15:47:38Z,27,Un rappel de cours sur la notion de fonction. Plus de vidéos de 3e sur : http://www.lesbonsprofs.com/troisieme#!mathematiques-3e/fonctions,594156,10347,576,PT4M12S,252,fr,mathematiques
ZLbSZs4or3Q,https://www.youtube.com/watch?v=ZLbSZs4or3Q,Factorisation,Éducation Plus,2024-07-07T17:58:31Z,27,Dans cette vidéo je t'apprends la factorisation en utilisant le facteur commun #maths #foryou #qi #education #equation #mathematics #mathstricks #cover #remix #song,569888,22653,1480,PT18M22S,1102,fr,mathematiques
CI9LhnfUih0,https://www.youtube.com/watch?v=CI9LhnfUih0,Théorème de Pythagore - Maths 3e - Les Bons Profs,Les Bons Profs,2013-12-09T15:08:29Z,27,Un rappel de cours simple sur le théorème de Pythagore ! Pour plus de vidéos de 3e RDV sur : http://www.lesbonsprofs.com/troisieme#!mathematiques-3e/figures-planes,408717,7246,401,PT3M5S,185,fr,mathematiques
9zR4cYZA_r8,https://www.youtube.com/watch?v=9zR4cYZA_r8,Révision - composition du premier semestre - Troisième - Mathématiques / M. Guèye,Ecoles Au Senegal,2022-02-05T18:04:19Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",88678,1397,64,PT27M30S,1650,fr,mathematiques
preGhwQs7eY,https://www.youtube.com/watch?v=preGhwQs7eY,Théorème de Thalès,Éducation Plus,2024-11-13T17:02:26Z,27,"https://youtube.com/@benacademy-qc3tf?si=BrwZNkCLi_z-GLmB
#maths #equation #foryou #education #mathematics #olympiade #school #qi #thales_theorem #thales",127268,4367,274,PT14M54S,894,fr,mathematiques
97wROJ5b__I,https://www.youtube.com/watch?v=97wROJ5b__I,Cours complet - troisième -sur les racines carrées,La perfection school,2023-05-01T18:53:38Z,27,"Dans cette vidéo, je vous apprend: la définition d'une racine carrée, la notion des carrés parfaits, les propriétés des racines carrées, la décomposition d'une racine, calculs sur les radicaux, rendre rationnel un dénominateur (cas d'un radical isolé et cas d'un radical associé).",162879,2947,364,PT1H11M14S,4274,fr,mathematiques
RGDLgit_96Q,https://www.youtube.com/watch?v=RGDLgit_96Q,Comment devenir EXCELLENT en MATHS sans travailler dur ?,Zebilatruite,2024-12-29T17:00:23Z,27,"Voici les 5 méthodes de base que j’ai utilisées pour avoir 20 au bac de maths et qui, encore aujourd’hui, m’aident à être l’un des meilleurs de ma classe en prépa.

Message pour les abonnés :
Désolé d’avoir mis autant de temps à sortir des vidéos. J’ai eu de graves problèmes de santé, mais ne vous i",229763,10783,211,PT7M2S,422,fr,mathematiques
YvwGyHSQYJw,https://www.youtube.com/watch?v=YvwGyHSQYJw,Quiz : Mathématiques niveau 3ème - 20 Questions,TopQuizz,2021-10-18T15:00:15Z,24,"Bienvenue sur la chaîne TopQuizz !

Gagnez du niveau en mathématiques et révisez pour le brevet avec ce quiz niveau 3ème !
Au programme : les périmètres, les aires, les volumes, la vitesse, les identités remarquables, le développement et la factorisation, les équations et inéquations, la lecture gra",164650,1411,151,PT6M23S,383,fr,mathematiques
zIi9O2yGpqA,https://www.youtube.com/watch?v=zIi9O2yGpqA,Replay Cours 3ème - Les racines carrées,Droles2Maths,2020-10-04T12:55:44Z,27,"Dans ce replay, je t'apprends :
1. à définir une racine carrée 
2. à calculer le produit et le quotient de 2 racines carrées 
3. à simplifier une expression contenant des racines carrées

Bon cours 😊

Tu trouveras le polycopié d'exercices sur le lien suivant : 
https://bit.ly/d2m-poly-3e

N'hésite p",466315,9448,630,PT37M42S,2262,fr,mathematiques
ezGlju-nR6s,https://www.youtube.com/watch?v=ezGlju-nR6s,Résoudre une équation ✅ Méthode simple | Maths | 3e | Brevet,Paul Olivier,2021-11-23T16:00:13Z,27,"🎯 Méthode simple pour résoudre une équation en mathématiques
✅ 3 exemples corrigés étape par étape",339148,5919,278,PT4M15S,255,fr,mathematiques
zG6WIeUMQvc,https://www.youtube.com/watch?v=zG6WIeUMQvc,Factorisation - Maths 3e - Les Bons Profs,Les Bons Profs,2014-01-21T15:25:40Z,27,Un rappel de cours sur la factorisation. Plus de vidéos et d'exercices sur http://www.lesbonsprofs.com/notions-et-exercices/troisieme/mathematiques-3e,391115,4640,409,PT3M41S,221,fr,mathematiques
iOmrdC-GKuw,https://www.youtube.com/watch?v=iOmrdC-GKuw,CALCULER L'IMAGE (par une fonction) ? 💪 Math ✅ Troisième,Paul Olivier,2022-06-12T09:00:30Z,27,"🎯 Calculer l'image d'un nombre / déterminer un antécédent par une fonction 
✅ Méthode, exercice, révisions, 3e

🔎 Chapitres 
00:00 | Intro
00:15 | Calculer l'image d'un nombre par une fonction
02:22 | Déterminer un antécédent
04:47 | Exercice d'application",52501,883,79,PT5M8S,308,fr,mathematiques
EvTw4124Quo,https://www.youtube.com/watch?v=EvTw4124Quo,"Calculer une longueur ? 💪 SINUS, COSINUS, TANGENTE ✅ Troisième",Paul Olivier,2022-06-13T15:00:06Z,27,"🎯 Méthode pour calculer une longueur à l'aide du sinus, cosinus ou de la tangente d'un angle
✅ Utilisation de la calculatrice, calcul, exercice

🔎 Chapitres 
00:00 | Intro
00:26 | Hypoténuse, côté adjacente, côté opposé
00:53 | Formules trigonométrie
01:41 | Méthode : sinus, cosinus ou tangente ?",188241,3400,348,PT4M50S,290,fr,mathematiques
Z86gfJOKgBg,https://www.youtube.com/watch?v=Z86gfJOKgBg,Effectuer des calculs de fractions (1) - Troisième,Yvan Monka,2020-08-23T19:20:55Z,27,"Dans cette vidéo, tu pourras apprendre à effectuer des calculs de fractions. 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https://twitter.com/mtiques
Facebook : https://www.facebook.com/mathsettiques/
Instagram : https://www.instagram.com/yvanmonka/",1147282,25440,1614,PT6M49S,409,fr,mathematiques
IKmReDkNGp8,https://www.youtube.com/watch?v=IKmReDkNGp8,Effectuer des calculs de puissances (1) - Troisième,Yvan Monka,2020-08-23T19:23:59Z,27,"Dans cette vidéo, tu pourras apprendre à effectuer des calculs de puissances. 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https://twitter.com/mtiques
Facebook : https://www.facebook.com/mathsettiques/
Instagram : https://www.instagram.com/yvanmonka/",609614,15289,434,PT6M59S,419,fr,mathematiques
CBtj0nLx-N4,https://www.youtube.com/watch?v=CBtj0nLx-N4,LE COURS : Probabilités - Troisième,Yvan Monka,2020-11-23T13:51:11Z,27,"Dans cette vidéo, je te propose de revoir tout le cours sur le chapitre des probabilités.
L’objet de cette séquence est de te rappeler et de t’expliquer les éléments les plus importants du chapitre :
0:00 Intro
0:34 Expérience aléatoire
4:57 Evénements
8:40 Probabilités
9:43 Evénement contraire
👍
 ",887278,22102,1003,PT12M3S,723,fr,mathematiques
lRr8ietiLRQ,https://www.youtube.com/watch?v=lRr8ietiLRQ,Comment réussir en maths ?,Yvan Monka,2016-01-24T09:36:19Z,27,"En 15 min, découvre tous les secrets de la réussite en maths :
Conseils, astuces, trucs à faire et à ne pas faire pour réussir en maths :
- Préparer une interro de maths
- Assurer en classe
- Réussir un bon DM (devoir-maison)
- ... 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https:/",3247657,103785,4337,PT16M36S,996,fr,mathematiques
GwGQD2BdZ3s,https://www.youtube.com/watch?v=GwGQD2BdZ3s,Appliquer le théorème de Thalès (1) - Troisième,Yvan Monka,2014-12-31T12:03:16Z,27,"Appliquer le théorème de Thalès : situation où les triangles sont l'un dans l'autre. 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https://twitter.com/mtiques
Facebook : https://www.facebook.com/mathsettiques/
Instagram : https://www.instagram.com/yvanmonka/",2933371,69612,5355,PT9M35S,575,fr,mathematiques
35jFtt0hyBs,https://www.youtube.com/watch?v=35jFtt0hyBs,BEPC 2020 CAMEROUN Corrigé de L’Epreuve de Mathématiques Partie 3/3 : Evaluation des Compétences,CME ACADEMY,2022-04-06T17:37:34Z,27,Dans cette vidéo nous allons à grande vitesse corriger la dernière partie de L’Epreuve de Mathématiques avec Astuces pour L’Examen du Brevet (BEPC 2020) au Cameroun en partageant notre approche du processus de correction @communitymentorshipexperie3331,5878,53,17,PT15M35S,935,fr,mathematiques
Dpe5a9o2WwI,https://www.youtube.com/watch?v=Dpe5a9o2WwI,BEPC 2023 Zone1 (Sujet corrigé),DEDI Vincent,2023-06-20T23:00:05Z,27,"Cette vidéo permet d'évaluer les Thèmes (Racines carrées, Cône de révolution, Propriétés de Thalès et de Pythagore)",28480,308,45,PT22M37S,1357,fr,mathematiques
KxS7DpyTAn0,https://www.youtube.com/watch?v=KxS7DpyTAn0,"Correction épreuve de Maths BEPC Cameroun 2025, 4 /4, brevet maths, maths gil",Indiamaroo Education,2025-06-13T22:09:46Z,27,"Dans cette vidéo, nous proposons une correction détaillée de l'épreuve de mathématiques au BEPC proposé au Cameroun session 2025.
Correction épreuve de Maths BEPC Cameroun 2025, brevet maths,
Correction épreuve de Maths BEPC Cameroun 2025, Activités Numériques

Correction épreuve de Maths BEPC Camer",397,6,10,PT18M30S,1110,fr,mathematiques
htq0WU9ihts,https://www.youtube.com/watch?v=htq0WU9ihts,BEPC 2020 CAMEROUN Corrigé Epreuve de Mathématiques : Activités Numeriques et Astuces. Partie 1/3,CME ACADEMY,2020-09-02T03:52:45Z,27,"BEPC Epreuve de Mathématiques 2020 : Corrigé et Astuces. Partie 1/3.
Corrigé detailé et precis de l'examen BEPC CAMEROUN 2020 Epreuve de Mathématiques : Activités Numériques Avec Astuces",10845,122,21,PT22M18S,1338,fr,mathematiques
Cl_OcM6VHkY,https://www.youtube.com/watch?v=Cl_OcM6VHkY,Le plus grand piège des Olympiades de maths,Éducation Plus,2025-09-26T16:14:49Z,27,#maths #fonction #education #mathematics #physiquechimie #moyenne #olympiad #school #olympiade,704284,17864,1106,PT6M57S,417,fr,mathematiques
K-jBhe7K5ko,https://www.youtube.com/watch?v=K-jBhe7K5ko,"Probabilité , Tirage",Éducation Plus,2025-02-22T18:09:21Z,27,#probabilité #maths #education #school  #probabilty #tirage,73057,2201,50,PT5M40S,340,fr,mathematiques
ghWKGMKpsSw,https://www.youtube.com/watch?v=ghWKGMKpsSw,Voici la bonne manière pour maitriser les inéquations,Éducation Plus,2025-10-25T17:29:44Z,27,,108466,3743,216,PT21M47S,1307,fr,mathematiques
Qr7UlrWVCpI,https://www.youtube.com/watch?v=Qr7UlrWVCpI,Construction de cercle trigonométrique,Éducation Plus,2024-05-16T17:26:56Z,22,,442246,15672,720,PT15M35S,935,fr,mathematiques
FMqOULTCvyo,https://www.youtube.com/watch?v=FMqOULTCvyo,Système d'équations à trois inconnus,Éducation Plus,2024-06-18T10:00:39Z,22,"Résolution d'un système d'équations à trois inconnus par la méthode de Cramer et Sarrus 
https://www.instagram.com/alhabibidrisss?igsh=MXE1a3dnMmF6emdmNw==
#viral #maths #foryou #equation #mathematics #mathstricks",331485,10902,831,PT28M2S,1682,fr,mathematiques
kajS60VRqiE,https://www.youtube.com/watch?v=kajS60VRqiE,Système d'équations,Éducation Plus,2024-07-31T19:38:46Z,27,Je te montre dans cette vidéo comment résoudre un système d'équations à deux inconnus en utilisant 3 méthodes différentes #maths #education #mathematics #foryou #mathstricks #equation #qi #song #remix #cover #education #school #qi #mathstricks #foryou #motivation #ecoledecommerce #fypシ゚viral #maths,241827,10006,386,PT23M55S,1435,fr,mathematiques
8I6dotcdW3I,https://www.youtube.com/watch?v=8I6dotcdW3I,LE COURS : Les suites - Première,Yvan Monka,2020-08-19T11:30:02Z,27,"Dans cette vidéo, je te propose de revoir tout le cours sur le chapitre des suites.
L’objet de cette séquence est de te rappeler et de t’expliquer les éléments les plus importants du chapitre :
0:00 Intro
0:38 Définition
12:30 Représentation
15:00 Variation
21:10 Limite
👍
  
Site officiel : http://",2087985,52382,1690,PT28M36S,1716,fr,mathematiques
JZroYEzVRGw,https://www.youtube.com/watch?v=JZroYEzVRGw,Cours - Première S - Mathématiques : Transformations du plan / M. Boye,Ecoles Au Senegal,2020-08-15T11:13:21Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",43745,718,10,PT10M10S,610,fr,mathematiques
wJjb3CSS3cg,https://www.youtube.com/watch?v=wJjb3CSS3cg,LE COURS : Trigonométrie - Première,Yvan Monka,2020-08-19T11:30:07Z,27,"Dans cette vidéo, je te propose de revoir tout le cours sur la trigonométrie.
L’objet de cette séquence est de te rappeler et de t’expliquer les éléments les plus importants du chapitre :
0:00 intro
0:35 Cercle trigonométrique
3:30 Radian
11:43 Cosinus et sinus
20:16 Fonctions cosinus et sinus
👍

  ",1800127,45043,786,PT26M42S,1602,fr,mathematiques
lG4PFDy_V78,https://www.youtube.com/watch?v=lG4PFDy_V78,MATHS : SYSTÈME LINÉAIRE ET MATRICES,SIMON PAUL BANGBO NDOBO : MINISTRE GUERRE  AFRIQUE,2022-06-07T18:42:14Z,22,,121642,1730,53,PT8M47S,527,fr,mathematiques
Gcfgq2NeaZs,https://www.youtube.com/watch?v=Gcfgq2NeaZs,Tu rentre en PREMIÈRE Spé MATHS ? Écoute bien ça,Les Maths avec Jean ,2022-06-16T18:00:09Z,27,"MES CONSEILS pour réussir son année de 1ère Spé MATHS , c'est cadeau !! 

🎯 Abonne-toi pour nous soutenir ! ❤️
🎯 Instagram : https://www.instagram.com/les_maths_avec_jean/",67412,3335,122,PT9M8S,548,fr,mathematiques
GI-rt5T1EsI,https://www.youtube.com/watch?v=GI-rt5T1EsI,IP-SC MATHEMATIQUES 1ère C D Ti E Leçon 1 Equations et Inéquations Polynomiale dans R,ENSEIGNEMENT A DISTANCE MINESEC,2020-11-21T06:58:43Z,22,MATHEMATIQUES 1ère C D Ti E Leçon 1 Equations et Inéquations Polynomiale dans R,21163,241,10,PT40M38S,2438,fr,mathematiques
_fiuof81baU,https://www.youtube.com/watch?v=_fiuof81baU,Suite Numérique,Éducation Plus,2025-06-03T20:13:46Z,27,#maths #fonction #olympiad #education #physiquechimie,148929,5618,138,PT15M8S,908,fr,mathematiques
oWua5IZz3rM,https://www.youtube.com/watch?v=oWua5IZz3rM,1ère C et D | Mathématiques : Etude et représentation graphique d'une fonction,RTI Officiel,2020-07-01T17:30:25Z,25,"Bienvenue sur la chaîne officielle Youtube du Groupe RTI .  Retrouvez ici tous les  programmes de la RTI 1, de RTI 2 et de Radio Côte d'Ivoire  en Replay.
http://www.rti.ci
https://www.facebook.com/RTIGROUPE
https://twitter.com/RTIOfficiel",39446,629,43,PT22M11S,1331,fr,mathematiques
fmGrb8jSmsw,https://www.youtube.com/watch?v=fmGrb8jSmsw,L'essentiel des MATHEMATIQUES FINANCIERES : quatre formules à connaître et à maitriser,L'Économie-Gestion Simplement,2022-03-16T07:00:12Z,27,"Intérêts simples, intérêts composés, annuités de placement et de remboursement, Valeur actuelle (valeur d'origine), valeur acquise...",99934,2053,75,PT32M16S,1936,fr,mathematiques
3HSe04SbA9o,https://www.youtube.com/watch?v=3HSe04SbA9o,Maths Terminale #1 : Programme du cours complet de mathématiques terminales scientifiques,EcoleTresFacile,2023-01-03T16:30:09Z,27,"🚨🚨🚨Finalise ton inscription pour accéder à nos groupes VIP  : Formulaire d'inscription 👇👇👇👇👇  📘📘https://forms.gle/yhjWHiNpCRUJF6FS9

🆎Groupe VIP : 💸 2000fcfa / mois / matière 

🛜🛜WhatsApp communauté ETF : https://chat.whatsapp.com/LwvrySvLwjM3EumGd4qjqX

📘📘Canal telegram Élèves :  https://t.me/canal",73371,1149,97,PT5M3S,303,fr,mathematiques
ovIRv587bq4,https://www.youtube.com/watch?v=ovIRv587bq4,Calcul de limite d'une fonction rationnelle,Éducation Plus,2024-07-06T12:14:36Z,27,"Dans cette vidéo je te dévoile le secret, comment calculer les limites d'une fonction rationnelle à l'infini #equation # #maths #foryou #qi #mathematics #math #mathtricks",240984,10746,247,PT11M41S,701,fr,mathematiques
QWoNEO0VVj0,https://www.youtube.com/watch?v=QWoNEO0VVj0,Révision - composition du premier semestre - Quatrième - Mathématiques / M. Guèye,Ecoles Au Senegal,2022-02-06T00:30:38Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",61983,1180,74,PT48M27S,2907,fr,mathematiques
HU7mlpTO5G4,https://www.youtube.com/watch?v=HU7mlpTO5G4,Corrigé épreuve de Mathématique au Probatoire D session 2022,eSUKUL Fr,2023-05-16T04:26:31Z,27,Corrigé épreuve de Mathématique au Probatoire D session 2022,6825,94,12,PT44M12S,2652,fr,mathematiques
u5L8SSIFEX0,https://www.youtube.com/watch?v=u5L8SSIFEX0,Corrigé Evaluation des compétences PHYSIQUE probatoire C et E 2020(Cameroun),Evrad Le Big,2020-09-13T01:16:28Z,27,"PROBATOIRE C et E. Evaluation des compétences
EXERCICE 1: https://youtu.be/cEQCvmeqlO0
EXERCICE 2: https://youtu.be/7rH5svuOb6k
EXERCICE 3: https://youtu.be/4_ACqZ85kHM
EVALUATION DES COMPETENCES: https://youtu.be/N3O7b8VgDjE
                                                      LES ASTUCES POUR MIE",3119,32,5,PT15M38S,938,fr,mathematiques
TNhd2CzXMJQ,https://www.youtube.com/watch?v=TNhd2CzXMJQ,"PROBATOIRE 2019 CAMEROUN Epreuve Theorique d'Informatique Series A, ABI Corrigé et Astuces",CME ACADEMY,2020-08-02T00:49:34Z,27,"PROBATOIRE 2019 CAMEROUN Epreuve Theorique d'Informatique Series A, ABI Corrigé et Astuces",11801,114,5,PT13M43S,823,fr,mathematiques
N3O7b8VgDjE,https://www.youtube.com/watch?v=N3O7b8VgDjE,"Corrigé Evaluation des compétences CHIMIE probatoire C, D et E 2020(Cameroun)",Evrad Le Big,2020-09-11T04:14:15Z,27,"Corrigé exercice 3 de l'épreuve de CHIMIE au probatoire C, D et E 2020
EXERCICE 1: https://youtu.be/cEQCvmeqlO0
EXERCICE 2: https://youtu.be/7rH5svuOb6k
EXERCICE 3: https://youtu.be/4_ACqZ85kHM
EVALUATION DES COMPETENCES: https://youtu.be/N3O7b8VgDjE
                                                 ",7112,94,16,PT15M14S,914,fr,mathematiques
L4DYEGbu33k,https://www.youtube.com/watch?v=L4DYEGbu33k,Corrigé épreuve de Mathématique Probatoire A-ABI session 2022,eSUKUL Fr,2023-04-28T20:18:28Z,27,Corrigé épreuve de Mathématique Probatoire A-ABI session 2022,1825,83,6,PT30M36S,1836,fr,mathematiques
61bOIpT57pI,https://www.youtube.com/watch?v=61bOIpT57pI,"A 62 ANS   CANDIDAT AU PROBATOIRE (Jt, 22/06/2021)",Canal2 International,2021-06-22T21:36:45Z,25,"Abonnez-vous  https://goo.gl/hc9PXq 
Un programme de Canal 2 International.

Découvrez nos playlists 
( ( ( ( Cliquez sur tous les liens ) ) ) 

INFO
https://goo.gl/GHBAJC
https://goo.gl/mRKRAU
https://goo.gl/XwdAEv
https://goo.gl/nrpUxb
https://goo.gl/bcme2M
https://goo.gl/tajemz 
http",9219,177,37,PT2M4S,124,fr,mathematiques
wjo-mKmtIwY,https://www.youtube.com/watch?v=wjo-mKmtIwY,Corrigé Evaluation des Compétences PHYSIQUE probatoire D et Ti 2020(Cameroun),Evrad Le Big,2020-09-13T00:55:33Z,27,"Autres vidéos Pères D et Ti
EXERCICE 1 ET 2: https://youtu.be/g_z0S7BqYME
EXERCICE 3 : https://youtu.be/p3iQsWzioM4
     LES ASTUCES POUR MIEUX APPRENDRE
--Comment améliorer son niveau en maths-physique-chimie: https://youtu.be/nToL5SsSf5g
--Comment retenir  jusqu'à 80% de ce que l'on apprend en lis",3842,42,7,PT14M24S,864,fr,mathematiques
Xd8YUygbtOg,https://www.youtube.com/watch?v=Xd8YUygbtOg,Corrigé Épreuve Zéro Mathématiques Probatoire D et Ti  2020(Cameroun). Exercice 1 et 2(10 points),Evrad Le Big,2020-08-05T02:59:30Z,27,"Présentation des exercices 1 et 2 de l'épreuve zéro de MATHEMATIQUE du Probatoire D et Ti 2020 du corrigé.
#Leprobatoire  #Mathematique - Télécharge ton sujet ici :  [ https://bit.ly/3fvBH7Y  ]
PROBATOIRE C-D-E chimie EPREUVE ZERO : https://youtu.be/Of-5-FBCoOc
PROBATOIRE D-Ti Physique EPREUVE ZERO ",14944,144,9,PT1H57S,3657,fr,mathematiques
1EWuhLjU3aE,https://www.youtube.com/watch?v=1EWuhLjU3aE,Corrigé Epreuve Zéro PHYSIQUE Probatoire D et Ti  2020(Cameroun),Evrad Le Big,2020-07-30T00:19:12Z,27,"L' épreuve zéro corrigée de PHYSIQUE au Probatoire D et Ti 2020 [ Lien téléchargement sujet :  https://bit.ly/33aU0wy ] vous permettra de vous préparer correctement en physique et selon l'APC (Approche Par Compétences)
#probatoire  #physique
PROBATOIRE C-D-E chimie EPREUVE ZERO : https://youtu.be/Of",7715,88,11,PT52M52S,3172,fr,mathematiques
Of-5-FBCoOc,https://www.youtube.com/watch?v=Of-5-FBCoOc,"Corrigé Épreuve Zéro CHIMIE Probatoire C, D et E  2020(Cameroun)",Evrad Le Big,2020-07-29T23:59:55Z,27,"Présentation complète de l'épreuve zéro corrigée de CHIMIE du Probatoire D et Ti 2020.
#Leprobatoire  #chimie - Télécharge ton sujet ici :  [ https://bit.ly/2CRwJoU  ]
PROBATOIRE C-D-E chimie EPREUVE ZERO : https://youtu.be/Of-5-FBCoOc
PROBATOIRE D-Ti Physique EPREUVE ZERO : https://youtu.be/1EWuhLj",10555,108,11,PT1H3M27S,3807,fr,mathematiques
q3gHr0kBcvg,https://www.youtube.com/watch?v=q3gHr0kBcvg,Le secret CHINOIS pour avoir 20 au bac de maths (GUIDE ULTIME 2026),Maxime Lim,2025-06-07T16:04:21Z,22,"Ma communauté et formation 100% gratuite pour t’aider à avoir 18 de moyenne sans sacrifier ta vie perso !
https://www.skool.com/ascension20/about

Notre stage intensif de mathématiques pour lycéens en 3e, 2nd, 1ère et Terminale pendant les vacances scolaires sur Paris OU en Visioconférence

Inscript",69865,3954,185,PT8M58S,538,fr,mathematiques
Q5qlmocksw4,https://www.youtube.com/watch?v=Q5qlmocksw4,Cours - Terminale L - Mathématiques: Limite et continuité / MBOW,Ecoles Au Senegal,2021-04-08T19:00:10Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",389281,5877,141,PT9M12S,552,fr,mathematiques
0k4nsfdlenw,https://www.youtube.com/watch?v=0k4nsfdlenw,Exercices - Terminale L - Mathématiques : Les applications,Ecoles Au Senegal,2021-04-03T10:30:28Z,27,"Le principe d’Ecoles au Sénégal est simple : offrir des cours sur le web en forma vidéo du système éducatif gratuitement aux élèves et autres internautes désireux apprendre. Cette démarche, qui étonne par son altruisme, semble aussi évidente que nécessaire.",78139,1299,41,PT13M51S,831,fr,mathematiques
hWkIwXXEECc,https://www.youtube.com/watch?v=hWkIwXXEECc,"Arrangement, permutation, combinaison... : lequel choisir ? - Terminale",Yvan Monka,2020-10-06T20:24:47Z,27,"Dans cette vidéo, tu pourras apprendre à utiliser les bons outils de dénombrement : nombre de p-uplets, arrangement, permutation, combinaison. 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https://twitter.com/mtiques
Facebook : https://www.facebook.com/mathsettiques/
Instagram : ",1231836,35551,689,PT18M18S,1098,fr,mathematiques
Vks5eX8QMD8,https://www.youtube.com/watch?v=Vks5eX8QMD8,Les suites : TOUT LE PROGRAMME EN 5 MINUTES - Spé maths - Terminale,NOVELCLASS,2020-08-27T11:32:41Z,27,"Chapitre 1 - Les suites numériques, spé maths Terminale : TOUT LE CHAPITRE en moins de 5 MINUTES !! 3.. 2.. 1.. Partez !
🚀 Exercices corrigés : https://novelclass.com/inscription/eleve-s1?utm_source=YouTube&utm_medium=Description&utm_campaign=Organic
👉 ABONNE-TOI (merci) : https://bit.ly/2QFIi6S

👏P",311004,8939,112,PT4M26S,266,fr,mathematiques
bQ-eS1zZCdw,https://www.youtube.com/watch?v=bQ-eS1zZCdw,LE COURS : Les primitives - Terminale,Yvan Monka,2023-04-09T17:30:34Z,27,"Dans cette vidéo, je te propose de revoir tout le cours sur le chapitre des primitives.
L’objet de cette séquence est de te rappeler et de t’expliquer les éléments les plus importants du chapitre :
0:00 Intro
0:46 Définition et propriétés
8:32 Primitives des fonctions usuelles
15:17 Primitives des f",443251,10465,157,PT21M8S,1268,fr,mathematiques
BUR4E3mOwww,https://www.youtube.com/watch?v=BUR4E3mOwww,5 MÉTHODES POUR CALCULER TOUS TYPES DE LIMITE SANS ÊTRE BLOQUÉ. PARTIE 1 {EXPLICAT+EXEMP} -TERMINALE,David Patience { MATHS },2021-03-08T00:41:40Z,22,"👐 BIENVENUE Dans la FAMILLE des 💎SCOOLBERS 💎
                                                     💎UNIVERS DES MATHS 💎

                           VIDEOS FAITES POUR TOUS LES ELEVES ET ETUDIANTS

▬▬▬▬▬▬▬▬▬▬▬▬▬ OBJECTIF ▬▬▬▬▬▬▬▬▬▬▬▬

DANS CETTE VIDEO JE VAIS VOUS MONTRER 3 ÉTAPES POUR COMPRENDRE LES ",107855,2984,131,PT3M39S,219,fr,mathematiques
HZ7qeDpM9yc,https://www.youtube.com/watch?v=HZ7qeDpM9yc,Calcul des limites des fonctions logarithme népérien,Éducation Plus,2024-08-17T22:28:11Z,27,#maths #foryou #education #qi #mathematics #equation #limites #limtichmeng #limit,329626,11409,304,PT36M36S,2196,fr,mathematiques
5nMRB6iLOxM,https://www.youtube.com/watch?v=5nMRB6iLOxM,Dénombrement : Cours complet en 7min  #Terminale spé maths,TugMaths,2024-05-05T23:26:35Z,27,"Salut!
Dans cette vidéo, tu trouveras l'essentiel du cours sur le dénombrement (terminale spécialité maths et MPSI/PCSI) résumé en 7 minutes.
- Les k-uplets (ou liste de k éléments)
- Les permutations
- Les arrangements
- Les combinaisons
- Les parties d'un ensemble",26783,841,18,PT7M18S,438,fr,mathematiques
